Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;102;92012;62302;2022/000006;2022/000006;EQUIPAMIENTO SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000,00;0,00;10000,00;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;102;92012;62500;2022/000008;2022/000008;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;30000,00;0,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;102;92012;62599;2022/000006;2022/000006;EQUIPAMIENTO SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;29000,00;0,00;29000,00;29000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;102;92012;63200;2022/000010;2022/000010;EDIFICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. OBRAS DE REFORMA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;35000,00;0,00;35000,00;35000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;102;92012;63301;2022/000013;2022/000013;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000,00;0,00;15000,00;12097,77;0,00;2902,23;2902,23;0,00;0,00;0,00;
;;001;102;92012;63500;2022/000008;2022/000008;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000,00;0,00;1000,00;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;110;92010;62301;2022/000255;2022/000255;SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA. INSTALACIONES DE CLIMATIZACIÓN;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;9000,00;0,00;9000,00;9000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;110;92010;62500;2022/000223;2022/000223;SERVICIOS ÁREA DE GOBIERNO VICEALCALDÍA. MOBILIARIO Y MAMPARAS DE PROTECCIÓN;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;19496,00;0,00;19496,00;19496,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;110;92010;62599;2022/000224;2022/000224;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;6000,00;0,00;6000,00;5808,64;0,00;191,36;191,36;0,00;0,00;0,00;
;;001;110;92010;62600;2022/000256;2022/000256;SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA. SISTEMA DE MEGAFONÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000,00;0,00;15000,00;15000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;110;92010;63200;2022/000257;2022/000257;PALACIO DE CAÑETE. INSTALACIÓN LÍNEAS DE VIDA;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;14000,00;0,00;14000,00;14000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92013;64100;2022/000406;2022/000406;DESARROLLO SISTEMA INTEGRAL GESTIÓN DE PROTECCIÓN DE DATOS;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;200000,00;0,00;200000,00;394,54;0,00;199605,46;183636,86;0,00;0,00;0,00;
;;001;111;92401;62599;2022/000220;2022/000220;EQUIPAMIENTO CRAS! CENTRO RECURSOS PARA EL ASOCIACIONISMO Y LA CIUDADANÍA ACTIVA;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;6000,00;0,00;6000,00;6000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92401;62600;2022/000220;2022/000220;EQUIPAMIENTO CRAS! CENTRO RECURSOS PARA EL ASOCIACIONISMO Y LA CIUDADANÍA ACTIVA;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;600,00;0,00;600,00;600,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92401;64100;2022/000222;2022/000222;"APLICACIONES INFORMÁTICAS PARA LA PLATAFORMA ""DECIDE MADRID""";999;NO DISTRITALIZABLE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;200000,00;-152000,00;48000,00;48000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62500;2022/000172;2022/000172;OFICINAS ATENCIÓN AL CIUDADANO SALAMANCA, USERA Y MONCLOA-ARAVACA. MOBILIARIO;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;50000,00;0,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62500;2022/000184;2022/000184;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;80000,00;0,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62599;2022/000184;2022/000184;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;0,00;18150,00;18150,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62901;2022/000183;2022/000183;OFICINAS ATENCIÓN CIUDADANO SALAMANCA, USERA Y MONCLOA-ARAVACA. SEÑALIZACIÓN;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;0,00;18150,00;18150,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;63500;2022/000184;2022/000184;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;70000,00;0,00;70000,00;70000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;63599;2022/000184;2022/000184;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;-5223,57;12926,43;12926,43;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;63599;2022/000184;2022/010184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CENTRO;201;CENTRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;29,04;29,04;0,00;0,00;29,04;29,04;29,04;0,00;29,04;
;;001;111;92501;63599;2022/000184;2022/020184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE ARGANZUELA;202;ARGANZUELA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;29,04;29,04;0,00;0,00;29,04;29,04;29,04;0,00;29,04;
;;001;111;92501;63599;2022/000184;2022/030184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE RETIRO;203;RETIRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;597,74;597,74;0,00;0,00;597,74;597,74;597,74;0,00;597,74;
;;001;111;92501;63599;2022/000184;2022/040184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE SALAMANCA;204;SALAMANCA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;29,04;29,04;0,00;0,00;29,04;29,04;29,04;0,00;29,04;
;;001;111;92501;63599;2022/000184;2022/050184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CHAMARTÍN;205;CHAMARTIN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;412,61;412,61;0,00;0,00;412,61;412,61;412,61;0,00;412,61;
;;001;111;92501;63599;2022/000184;2022/060184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE TETUÁN;206;TETUAN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;29,04;29,04;0,00;0,00;29,04;29,04;29,04;0,00;29,04;
;;001;111;92501;63599;2022/000184;2022/070184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CHAMBERÍ;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;98,01;98,01;0,00;0,00;98,01;98,01;98,01;0,00;98,01;
;;001;111;92501;63599;2022/000184;2022/080184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE FUENCARRAL-EL PARDO;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;412,61;412,61;0,00;0,00;412,61;412,61;412,61;0,00;412,61;
;;001;111;92501;63599;2022/000184;2022/090184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE MONCLOA-ARAVACA;209;MONCLOA-ARAVACA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;347,27;347,27;0,00;0,00;347,27;347,27;347,27;0,00;347,27;
;;001;111;92501;63599;2022/000184;2022/100184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE LATINA;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;98,01;98,01;0,00;0,00;98,01;98,01;98,01;0,00;98,01;
;;001;111;92501;63599;2022/000184;2022/110184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CARABANCHEL;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;412,61;412,61;0,00;0,00;412,61;412,61;412,61;0,00;412,61;
;;001;111;92501;63599;2022/000184;2022/120184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE USERA;212;USERA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;29,04;29,04;0,00;0,00;29,04;29,04;29,04;0,00;29,04;
;;001;111;92501;63599;2022/000184;2022/130184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE PUENTE DE VALLECAS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;163,35;163,35;0,00;0,00;163,35;163,35;163,35;0,00;163,35;
;;001;111;92501;63599;2022/000184;2022/140184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE MORATALAZ;214;MORATALAZ;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;163,35;163,35;0,00;0,00;163,35;163,35;163,35;0,00;163,35;
;;001;111;92501;63599;2022/000184;2022/150184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CIUDAD LINEAL;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;98,01;98,01;0,00;0,00;98,01;98,01;98,01;0,00;98,01;
;;001;111;92501;63599;2022/000184;2022/160184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE HORTALEZA;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;163,35;163,35;0,00;0,00;163,35;163,35;163,35;0,00;163,35;
;;001;111;92501;63599;2022/000184;2022/170184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE VILLAVERDE;217;VILLAVERDE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;143,99;143,99;0,00;0,00;143,99;143,99;143,99;0,00;143,99;
;;001;111;92501;63599;2022/000184;2022/180184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE VILLA DE VALLECAS;218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;412,61;412,61;0,00;0,00;412,61;412,61;412,61;0,00;412,61;
;;001;111;92501;63599;2022/000184;2022/190184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE VICÁLVARO;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;412,61;412,61;0,00;0,00;412,61;412,61;412,61;0,00;412,61;
;;001;111;92501;63599;2022/000184;2022/200184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;163,35;163,35;0,00;0,00;163,35;163,35;163,35;0,00;163,35;
;;001;111;92501;63599;2022/000184;2022/210184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE BARAJAS;221;BARAJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;98,01;98,01;0,00;0,00;98,01;98,01;98,01;0,00;98,01;
;;001;111;92501;63599;2022/000184;2022/220184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE NUMANCIA;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;163,35;163,35;0,00;0,00;163,35;163,35;163,35;0,00;163,35;
;;001;111;92501;63599;2022/000184;2022/230184;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE SANCHINARRO;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;29,04;29,04;0,00;0,00;29,04;29,04;29,04;0,00;29,04;
;;001;111;92501;63599;2022/000184;2022/240184;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS ATENCIÓN A LA CIUDADANÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;688,49;688,49;0,00;0,00;688,49;688,49;688,49;0,00;688,49;
;;001;111;92501;63901;2022/000185;2022/000185;OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID. SEÑALIZACIÓN;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;0,00;18150,00;18150,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2021/000399;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;4700833,00;0,00;4700833,00;2399000,16;0,00;2301832,84;2301832,84;274207,73;0,00;274207,73;
;;001;120;13000;63200;2021/000402;2021/000402;PARQUE DE BOMBEROS Nº 1. OBRAS DE REFORMA Y ADECUACIÓN;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;1890285,00;0,00;1890285,00;945148,99;0,00;945136,01;945136,01;20041,34;0,00;20041,34;
;;001;120;13000;63200;2021/000406;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;4332741,00;0,00;4332741,00;2139390,69;0,00;2193350,31;2193350,31;313216,11;0,00;164011,49;
;;001;120;13000;63200;2021/000447;2021/000447;ESCUADRÓN DE LA POLICÍA MUNICIPAL. OBRAS REFORMA PICADERO;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;149853,00;91919,37;241772,37;0,00;0,00;241772,37;241772,37;109134,78;0,00;109134,78;
;;001;120;13000;63200;2022/000416;2022/000416;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). OBRAS DE REFORMA;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;935000,00;0,00;935000,00;935000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000417;2022/000417;PARQUE DE BOMBEROS 8. OBRAS DE REFORMA;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;770000,00;0,00;770000,00;70006,72;0,00;699993,28;699993,28;75670,43;0,00;75670,43;
;;001;120;13000;63200;2022/000418;2022/000418;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;825000,00;0,00;825000,00;825000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000419;2022/000419;CENTRO INTEGRADO DE FORMACIÓN SEGURIDAD Y EMERGENCIAS. OBRAS DE REFORMA;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;880000,00;0,00;880000,00;880000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000420;2022/000420;UNIDAD INTEGRAL POLICÍA MUNICIPAL USERA. OBRAS DE SANEAMIENTO Y REFORMA DE VESTUARIOS;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;935000,00;0,00;935000,00;935000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000421;2022/000421;ESCUADRÓN POLICÍA MUNICIPAL. OBRAS DE REFORMA CANTINA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;300000,00;0,00;300000,00;300000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000422;2022/000422;UNIDAD INTEGRAL POLICÍA MUNICIPAL LATINA. OBRAS CENTRALIZACIÓN PRODUCCIÓN DE FRÍO;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;220000,00;0,00;220000,00;220000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000423;2022/000423;UNIDAD INTEGRAL POLICÍA MUNICIPAL TETUÁN. OBRAS REFORMA AISLAMIENTO FACHADA;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;165000,00;0,00;165000,00;165000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000424;2022/000424;BASE 10 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;440000,00;0,00;440000,00;440000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000425;2022/000425;PARQUE 9 BOMBEROS. OBRAS PARA INSTALACIÓN DE CAMPA PROVISIONAL;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;1540000,00;0,00;1540000,00;1540000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;120;13000;63200;2022/000426;2022/000426;PARQUE DE BOMBEROS 9. OBRAS DE REFORMA INTEGRAL;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;300000,00;-91919,37;208080,63;208080,63;0,00;0,00;0,00;0,00;0,00;0,00;
